,fr_w,nmot_w,rl_w,nearest_rpm,nearest_load,weight
2,1.0,1755.5,20.9063,1750.0,17.5,0.10094586273381584
3,1.0,1744.5,20.4609,1750.0,17.5,0.10569818939001577
4,1.0,1746.5,23.4375,1750.0,25.0,0.16494845360824742
5,1.0,1753.5,22.8281,1750.0,25.0,0.1498823423612464
6,1.00293,1766.25,24.4922,1750.0,25.0,0.05631328205070448
7,1.00763,1778.5,23.5781,1750.0,25.0,0.03233953929092326
8,1.0159,1774.5,22.7813,1750.0,25.0,0.03607672798507867
9,1.02319,1757.5,22.7344,1750.0,25.0,0.09288845953778703
10,1.00134,1810.5,17.2734,1750.0,17.5,0.016200471109699868
11,0.951234,1815.0,17.0391,1750.0,17.5,0.015046440839651586
12,0.955933,1796.5,16.875,1750.0,17.5,0.02077922077922078
13,0.96695,1764.25,16.8047,1750.0,17.5,0.06271440487165497
14,0.974244,1750.5,16.3828,1750.0,17.5,0.3820877273421977
15,0.982789,1748.75,16.1016,1750.0,17.5,0.2740927529876111
16,0.990662,1762.5,15.6094,1750.0,17.5,0.06497472483204034
17,1.04971,1798.25,15.2578,1750.0,17.5,0.019420417072877057
18,1.05881,1814.75,14.9297,1750.0,12.5,0.014667122325266905
19,1.07013,1806.0,14.6953,1750.0,12.5,0.016893233077626094
20,1.08164,1792.5,14.5313,1750.0,12.5,0.02196291342439157
21,1.09287,1775.75,14.4375,1750.0,12.5,0.034858387799564274
22,1.10523,1757.5,14.4141,1750.0,12.5,0.09602366022988065
23,1.0668,1742.25,14.5313,1750.0,12.5,0.09275319302867001
24,1.07788,1716.75,14.5547,1750.0,12.5,0.027544642980110015
25,1.08811,1710.5,14.5547,1750.0,12.5,0.023499166954531463
26,1.09552,1722.25,14.6016,1750.0,12.5,0.03241322978386858
27,1.10043,1748.0,14.6484,1750.0,12.5,0.1942351021676637
28,1.09992,1759.0,14.6016,1750.0,12.5,0.08263370132874992
29,1.14902,1758.5,14.5547,1750.0,12.5,0.08654486918743022
30,1.14468,1752.25,14.5313,1750.0,12.5,0.1893473197886884
31,1.13879,1742.5,14.625,1750.0,12.5,0.09411764705882353
32,1.13394,1734.0,14.625,1750.0,12.5,0.05228758169934641
33,1.13202,1721.5,14.6484,1750.0,12.5,0.03159717394876202
34,1.13022,1708.5,14.6484,1750.0,12.5,0.022397219161268935
35,1.07959,1696.5,14.6484,1750.0,12.5,0.01765274923916651
36,1.07913,1684.25,14.625,1750.0,12.5,0.014519056261343012
37,1.07791,1676.5,14.6719,1750.0,12.5,0.013042587962473868
38,1.08026,1662.5,14.7891,1750.0,12.5,0.011014538088823437
39,1.07416,1662.0,14.8359,1750.0,12.5,0.01094859742992624
40,1.07297,1682.25,14.8594,1750.0,12.5,0.01406283838704869
41,1.11911,1708.75,14.7656,1750.0,12.5,0.022464035079837182
42,1.11289,1711.0,14.625,1750.0,12.5,0.02373887240356083
43,1.10632,1699.0,14.6953,1750.0,12.5,0.01845178456434414
44,1.10199,1685.25,14.6484,1750.0,12.5,0.014727887549632982
45,1.09985,1670.5,14.625,1750.0,12.5,0.012102874432677761
46,1.09763,1657.5,14.3438,1750.0,12.5,0.010488358970378777
47,1.04584,1645.75,14.0625,1750.0,12.5,0.009362200117027502
48,1.04404,1630.25,13.875,1750.0,12.5,0.008188331627430911
49,1.04547,1625.0,13.7813,1500.0,12.5,0.007856613658094315
50,1.0459,1635.0,13.7109,1750.0,12.5,0.008531629737507348
51,1.04685,1652.25,13.6406,1750.0,12.5,0.010010951981467725
52,1.04776,1650.0,13.5703,1750.0,12.5,0.009797169205929638
53,1.09879,1651.5,13.4766,1750.0,12.5,0.009952566070109857
54,1.09833,1644.25,13.5,1750.0,12.5,0.009280742459396751
55,1.09851,1627.75,13.4531,1750.0,12.5,0.008051328831567006
56,1.09839,1613.5,13.4531,1500.0,12.5,0.008661525762409151
57,1.09885,1607.0,13.4063,1500.0,12.5,0.009182205253506914
58,1.10001,1607.5,13.4766,1500.0,12.5,0.009134372094127877
59,1.05124,1608.0,13.4063,1500.0,12.5,0.009098659494496677
60,1.05212,1610.5,13.3594,1500.0,12.5,0.008900011926015982
61,1.05194,1612.5,13.125,1500.0,12.5,0.008762322015334063
62,1.05331,1609.0,13.1484,1500.0,12.5,0.00903763633274408
63,1.05539,1602.25,13.1719,1500.0,12.5,0.009622610826014536
64,1.05368,1593.25,13.1719,1500.0,12.5,0.010534976649224257
65,1.10455,1582.5,13.1719,1500.0,12.5,0.01188044941364042
66,1.10309,1574.75,13.1953,1500.0,12.5,0.013081248945324303
67,1.10025,1570.25,13.2422,1500.0,12.5,0.013890393681537723
68,1.09836,1572.75,13.1953,1500.0,12.5,0.013432681445302793
69,1.09445,1577.0,13.1953,1500.0,12.5,0.012707239187092495
70,1.09152,1577.25,13.1953,1500.0,12.5,0.012666998542028468
71,1.03693,1549.0,13.2188,1500.0,12.5,0.019716554808079056
72,1.03317,1501.5,13.3125,1500.0,12.5,0.3018867924528302
73,1.03015,1507.5,13.3828,1500.0,12.5,0.10657799377584516
74,1.02472,1547.5,13.3359,1500.0,12.5,0.02026921572323602
75,1.0202,1557.5,13.2188,1500.0,12.5,0.01688652927786446
76,1.01416,1529.5,13.1484,1500.0,12.5,0.03210437775295039
77,1.06128,1476.0,13.0547,1500.0,12.5,0.03913174484537091
78,1.05661,1454.5,13.1484,1500.0,12.5,0.021209627474103043
79,1.05493,1459.75,13.2656,1500.0,12.5,0.023800683555631717
80,1.04926,1492.0,13.2656,1500.0,12.5,0.1024002621446711
81,1.04675,1487.5,13.1719,1500.0,12.5,0.0705621687988202
82,1.0459,1455.25,13.1953,1500.0,12.5,0.021530703860239895
83,0.996552,1434.75,13.2422,1500.0,12.5,0.014927110917390383
84,0.997102,1415.75,13.2891,1500.0,12.5,0.011622622737801767
85,1.00079,1419.0,13.2422,1500.0,12.5,0.012085731343860812
86,1.00586,1416.75,13.3359,1500.0,12.5,0.0117528286120262
87,1.03192,1402.75,13.3125,1500.0,12.5,0.010094637223974764
88,1.03403,1393.25,13.3359,1500.0,12.5,0.009209298813197663
89,1.08811,1376.5,13.3828,1500.0,12.5,0.007975575597290856
90,1.09696,1373.5,13.4766,1500.0,12.5,0.007783518555129883
91,1.10718,1366.75,13.4766,1500.0,12.5,0.007394994771738697
92,1.11881,1350.25,13.3125,1500.0,12.5,0.006597938144329897
93,1.13608,1336.25,13.2188,1500.0,12.5,0.006043435378754182
94,1.09216,1328.75,13.2891,1500.0,12.5,0.0057790406908034084
95,1.10706,1316.25,13.3359,1500.0,12.5,0.005388340385772841
96,1.11566,1315.25,13.2422,1500.0,12.5,0.005362154556598078
97,1.12589,1325.75,13.2891,1500.0,12.5,0.005680556194618128
98,1.13904,1326.25,13.1719,1500.0,12.5,0.005700542520631689
99,1.15497,1309.75,13.2188,1500.0,12.5,0.005209179825054905
100,1.21842,1292.0,13.2188,1500.0,12.5,0.004768289728913193
101,1.22907,1272.25,13.2188,1500.0,12.5,0.00435789092024711
102,1.24197,1258.75,13.2656,1500.0,12.5,0.0041149621670378365
103,1.25052,1263.0,13.3125,1500.0,12.5,0.004187385501177702
104,1.25961,1290.75,13.3125,1500.0,12.5,0.004737933076695291
105,1.2677,1294.25,13.3359,1500.0,12.5,0.0048172828694049066
106,1.22107,1281.75,13.4297,1500.0,12.5,0.004541744765752701
107,1.22461,1265.25,13.5469,1500.0,12.5,0.00422302825754898
108,1.22461,1249.25,13.7344,1000.0,12.5,0.0039763897879948025
109,1.22461,1232.75,14.0156,1000.0,12.5,0.004250515162437687
110,1.22403,1214.75,14.3672,1000.0,12.5,0.004595225009787829
111,1.21988,1215.25,14.6484,1000.0,12.5,0.004578788122989912
112,1.26618,1252.25,14.8359,1500.0,12.5,0.003982700741061127
113,1.26682,1294.75,15.1172,1500.0,17.5,0.004793110191686063
114,1.24661,1283.5,16.4531,1500.0,17.5,0.0045756768913217255
115,1.24591,1246.0,17.6719,1000.0,17.5,0.004045767338439361
116,1.23883,1187.0,18.8203,1000.0,17.5,0.005282053747009697
117,1.22888,1162.25,20.3438,1000.0,17.5,0.006020694330552977
118,1.16901,1194.75,23.625,1000.0,25.0,0.0050729232720355105
119,1.1604,1253.75,27.7266,1500.0,25.0,0.004000374435047121
120,1.14404,1330.25,28.9922,1500.0,25.0,0.005722716092621015
121,1.12979,1379.25,29.5313,1500.0,25.0,0.00791882883689034
122,1.11936,1343.5,30.3984,1500.0,35.0,0.0061689705715427855
123,1.10703,1290.25,31.4531,1500.0,35.0,0.004666423079381923
124,1.14932,1122.5,34.8984,1000.0,35.0,0.008090510155208347
125,1.14005,1134.75,38.9297,1000.0,35.0,0.007159236453113803
126,1.10266,1241.0,43.2188,1000.0,47.5,0.004060399250937546
127,1.0914,1404.25,45.6094,1500.0,47.5,0.010137813435846903
128,1.08157,1504.75,45.2109,1500.0,47.5,0.1243920339341469
129,1.06836,1548.75,43.8984,1500.0,47.5,0.01874358032373912
130,1.05841,1469.5,43.7109,1500.0,47.5,0.028337361961625545
131,1.05167,1270.75,46.0781,1500.0,47.5,0.0043164492543118094
132,1.04614,1063.0,51.8672,1000.0,47.5,0.01462689710855498
133,1.0401,1105.5,58.9922,1000.0,60.0,0.009301650670928063
134,1.03427,1301.0,61.4766,1500.0,60.0,0.004963355546003854
135,1.0249,1607.25,59.7422,1500.0,60.0,0.009215927334256154
136,1.01749,1679.0,57.0,1750.0,60.0,0.013333333333333334
137,1.00961,1635.0,57.3984,1750.0,60.0,0.008431589455791491
138,1.00732,1315.25,59.4375,1500.0,60.0,0.005367326400536733
139,1.00549,1163.75,61.5234,1000.0,60.0,0.006014191085284838
140,1.00238,1230.0,63.9609,1000.0,60.0,0.00425602727943245
141,1.0,1534.5,63.5859,1500.0,60.0,0.025584673757032585
142,1.0,1745.25,60.5859,1750.0,60.0,0.1578307738442841
143,1.0,1836.75,58.9219,1750.0,60.0,0.011257698858807065
144,0.967499,1803.25,58.2891,1750.0,60.0,0.01786961968088433
145,0.958131,1492.0,59.4141,1500.0,60.0,0.10431988649996346
146,0.954591,1308.25,61.4063,1500.0,60.0,0.005150489579787007
147,0.953461,1361.0,62.2266,1500.0,60.0,0.007031033575997739
148,1.01547,1508.75,62.1328,1500.0,60.0,0.08415524960447031
149,1.01114,1754.5,60.1875,1750.0,60.0,0.17582417582417584
150,1.00977,1919.5,58.7344,1750.0,60.0,0.005821887502503412
151,1.01285,1924.25,57.6328,1750.0,60.0,0.0056300853746146205
152,1.02054,1729.75,59.2734,1750.0,60.0,0.04550294404047942
153,1.02295,1597.25,61.8516,1500.0,60.0,0.009989850312082925
154,0.964997,1477.25,63.0703,1500.0,60.0,0.03728519069510781
155,0.963898,1511.25,63.2578,1500.0,60.0,0.06448367918079932
156,0.967683,1714.0,62.1563,1750.0,60.0,0.02553867449171653
157,0.974274,1946.0,63.3984,1750.0,60.0,0.004990059800876654
158,0.977296,2054.75,62.9531,2250.0,60.0,0.0050200021987609625
159,0.980256,2019.0,63.1641,2250.0,60.0,0.0042523497421587736
160,1.02185,1805.0,66.9375,1750.0,70.0,0.016931216931216932
161,1.02173,1646.5,69.5156,1750.0,70.0,0.009525224700050674
162,1.0246,1664.25,69.9141,1750.0,70.0,0.011515974383866581
163,1.0268,1840.75,72.2813,1750.0,70.0,0.010634756724622546
164,1.02704,2062.0,74.8359,2250.0,70.0,0.005159003053613908
165,1.03092,2233.5,72.5391,2250.0,70.0,0.04990244072837601
166,0.999635,2232.25,73.3594,2250.0,70.0,0.04522963083575313
167,1.00113,2007.0,77.4844,2250.0,80.0,0.004056538409739586
168,1.00092,1827.75,78.2109,1750.0,80.0,0.012416329459852419
169,0.996217,1875.75,76.9922,1750.0,80.0,0.0077066658035200965
170,0.990601,2080.0,74.4609,2250.0,70.0,0.005699275451111901
171,1.01691,2225.25,72.7734,2250.0,70.0,0.035058934068168596
172,1.00772,2350.5,72.1641,2250.0,70.0,0.009646541087994783
173,0.999787,2341.0,75.2344,2250.0,80.0,0.010334251014823449
174,0.996888,2203.25,79.4766,2250.0,80.0,0.02071534219673775
175,1.00491,2111.25,82.5234,2250.0,80.0,0.007028720758764464
176,1.01364,2148.75,82.9688,2250.0,80.0,0.009504004987701818
177,0.987,2274.0,82.2188,2250.0,80.0,0.03673931253398386
178,0.988343,2386.75,83.3203,2500.0,80.0,0.00850554944573587
179,0.984925,2472.25,84.3281,2500.0,80.0,0.030231482461205446
180,0.981263,2496.25,85.2422,2500.0,90.0,0.10517680220450575
181,0.974732,2465.75,84.2813,2500.0,80.0,0.025296410692286872
182,0.966218,2408.75,78.1875,2500.0,80.0,0.0106312292358804
183,0.990113,2398.25,74.9063,2500.0,70.0,0.009288820069053088
184,0.984711,2462.75,74.7891,2500.0,70.0,0.02323468659892981
185,0.986665,2555.5,73.0547,2500.0,70.0,0.01679128599422044
186,0.991547,2637.5,71.0625,2500.0,70.0,0.007165248544558889
187,0.998017,2634.0,68.8828,2500.0,70.0,0.007346610127155128
188,1.00281,2606.25,66.8203,2500.0,70.0,0.009055534878750916
189,0.969331,2615.5,66.0234,2500.0,70.0,0.008300367042230607
190,0.967957,2666.25,65.1563,2500.0,70.0,0.005810787960279777
191,0.965363,2741.75,67.5234,2500.0,70.0,0.004077861047700372
192,0.962311,2778.0,70.7109,3000.0,70.0,0.0044700548788637485
193,0.9581,2793.5,75.7031,3000.0,80.0,0.004721504422397118
194,0.958924,2811.75,78.2344,3000.0,80.0,0.0052351745093070935
195,0.992799,2843.5,80.0859,3000.0,80.0,0.006345745399810517
196,0.997498,2889.75,83.7188,3000.0,80.0,0.008698011982381307
197,1.00147,2927.0,87.4922,3000.0,90.0,0.013070562740008208
198,1.00888,2979.0,94.0078,3000.0,90.0,0.03845000346050031
199,1.01264,3017.75,97.3594,3000.0,90.0,0.03830038223781474
200,1.01099,3049.5,98.9063,3000.0,107.5,0.016922277670885392
201,0.979737,3073.25,100.594,3000.0,107.5,0.012321947853516682
202,0.970734,3111.0,101.93,3000.0,107.5,0.008505571149102662
203,0.956727,3178.5,102.914,3000.0,107.5,0.005432243625262106
204,0.945405,3218.75,102.773,3000.0,107.5,0.004454799378110007
205,0.934449,3260.0,99.7734,3500.0,107.5,0.004020478710359085
206,1.0,3045.5,84.6563,3000.0,80.0,0.01954793446750449
207,1.0,3018.25,52.5703,3000.0,47.5,0.04111791384152333
208,1.0,3026.5,30.1641,3000.0,35.0,0.0309253801502355
209,1.0,2976.25,21.2109,3000.0,17.5,0.03513592331936095
210,1.0,2924.25,16.6641,3000.0,17.5,0.012888939871806605
211,1.0,2867.5,14.7656,3000.0,12.5,0.00736563606686819
212,1.0,2785.5,13.6406,3000.0,12.5,0.004615939948467646
213,1.0,2701.5,13.7813,2500.0,12.5,0.004907221614544613
214,1.0,2538.25,15.9375,2500.0,17.5,0.02450229709035222
215,1.0,2476.0,15.5156,2500.0,17.5,0.037058448585108435
216,1.0,2407.5,15.3984,2500.0,17.5,0.010460075981991933
217,1.02573,2334.75,15.2578,2250.0,17.5,0.011364643684326567
218,1.09,2263.25,15.2344,2250.0,17.5,0.06054881445421299
219,1.13931,2204.25,15.2109,2250.0,17.5,0.020391891368316303
220,1.20886,2159.75,15.2109,2250.0,17.5,0.010690716502510715
221,1.25,2134.0,15.4219,2250.0,17.5,0.008397849814533486
222,1.25,2132.0,18.4219,2250.0,17.5,0.008338760476610195
223,1.25,2155.25,21.0234,2250.0,17.5,0.01007319181170384
224,1.25,2202.25,24.5391,2250.0,25.0,0.020320701308043546
225,1.25,2233.5,26.6016,2250.0,25.0,0.052351635465091924
226,1.2287,2205.75,29.0391,2250.0,25.0,0.02028846134338018
227,1.20407,2113.5,31.4297,2250.0,35.0,0.007088664304251143
228,1.15353,2127.75,34.0781,2250.0,35.0,0.008053351845304776
229,1.11618,2208.0,35.8828,2250.0,35.0,0.0227879715970722
230,1.08719,2227.5,39.2109,2250.0,35.0,0.03608688277897867
231,1.05383,2176.25,51.6094,2250.0,47.5,0.012680796455463775
232,1.03027,2176.75,58.6172,2250.0,60.0,0.013221776795252852
233,1.01825,2228.0,61.4531,2250.0,60.0,0.0408946104992823
234,1.01035,2234.25,62.8828,2250.0,60.0,0.05093516971598549
235,1.0051,2211.0,66.3047,2250.0,70.0,0.02288575659167004
236,1.00024,2223.5,70.7344,2250.0,70.0,0.035417788229960626
237,1.0,2279.0,76.8984,2250.0,80.0,0.030210020059453314
238,1.0,2285.5,79.9922,2250.0,80.0,0.027391406767868783
239,1.00214,2261.0,81.9375,2250.0,80.0,0.07174887892376682
240,1.00562,2279.75,83.7188,2250.0,80.0,0.02901174395395256
241,1.00641,2333.5,84.7969,2250.0,80.0,0.011198597039762859
242,1.00223,2338.5,85.8984,2250.0,90.0,0.010683578058494726
243,1.0,2327.0,87.2109,2250.0,90.0,0.01237790741572811
244,1.0,2361.0,88.3828,2250.0,90.0,0.008801484282309369
245,1.0,2395.25,89.5078,2500.0,90.0,0.009412455690864836
246,1.0,2402.5,91.0547,2500.0,90.0,0.01004472917903424
247,1.0,2412.5,92.5078,2500.0,90.0,0.010988069154512031
248,1.0,2427.75,93.6094,2500.0,90.0,0.01301077031566731
249,1.0,2448.25,95.2031,2500.0,90.0,0.01725533232907299
250,0.98816,2470.75,95.8594,2500.0,90.0,0.027693619943837344
251,0.981538,2481.25,97.3828,2500.0,90.0,0.03685576129260525
252,0.978425,2493.75,97.9922,2500.0,90.0,0.0656073270262823
253,0.978242,2529.5,99.1875,2500.0,107.5,0.02576489533011272
254,0.972718,2547.25,99.7969,2500.0,107.5,0.017872110749895892
255,0.968232,2555.5,100.945,2500.0,107.5,0.01585917056537943
256,0.962678,2580.75,101.438,2500.0,107.5,0.011387965198378354
257,0.958131,2608.0,102.492,2500.0,107.5,0.008771314293733774
258,0.953858,2618.25,103.477,2500.0,107.5,0.008112076448208449
259,0.949921,2637.25,104.344,2500.0,107.5,0.007071835707112852
260,0.94571,2658.5,105.891,2500.0,107.5,0.006206977884537798
261,0.94156,2674.25,106.383,2500.0,107.5,0.005669994953704491
262,0.936768,2702.0,107.977,2500.0,107.5,0.004914560368002281
263,0.933045,2726.0,109.664,2500.0,107.5,0.004363687141086733
264,0.930299,2750.25,111.609,3000.0,107.5,0.003923738223880656
265,0.928345,2776.0,113.508,3000.0,107.5,0.004328854411968417
266,0.92682,2800.25,115.289,3000.0,107.5,0.004795266113292958
267,0.925294,2811.0,117.234,3000.0,107.5,0.005006658856278851
268,0.924775,2823.25,118.852,3000.0,107.5,0.005288151368044759
269,0.923188,2850.5,120.68,3000.0,107.5,0.006109481915933529
270,0.920258,2886.5,121.992,3000.0,135.0,0.007842645167362048
271,0.916138,2912.25,124.57,3000.0,135.0,0.01008267795926598
272,0.911622,2936.75,126.82,3000.0,135.0,0.013806433798149937
273,0.908723,2958.25,128.695,3000.0,135.0,0.02038528182652125
274,0.907532,2970.0,130.805,3000.0,135.0,0.028413126864611456
275,0.905854,2997.0,132.469,3000.0,135.0,0.15311590874291825
276,0.905305,3038.5,134.766,3000.0,135.0,0.025167362963708657
277,0.906159,3059.5,136.992,3000.0,135.0,0.016002048262177562
278,0.907349,3082.5,138.094,3000.0,135.0,0.011548144213224936
279,0.909547,3107.5,141.094,3000.0,135.0,0.008726460373143447
280,0.91095,3133.0,143.367,3000.0,150.0,0.007110706590913939
281,0.914735,3166.0,145.805,3000.0,150.0,0.005841292093811151
282,0.917847,3198.5,147.844,3000.0,150.0,0.004958939976990519
283,0.921082,3226.75,151.617,3000.0,150.0,0.004359825083817637
284,0.925233,3257.25,154.828,3500.0,150.0,0.00402288215369019
285,0.931214,3285.5,158.414,3500.0,160.0,0.004606469325520761
286,0.939301,3305.25,160.711,3500.0,160.0,0.005090068766829039
287,0.94748,3320.75,164.344,3500.0,160.0,0.005417294169908014
288,0.959046,3386.25,166.852,3500.0,160.0,0.008223548954786927
289,0.968232,3441.5,168.211,3500.0,160.0,0.014768649111665753
290,0.976197,3480.25,170.133,3500.0,160.0,0.032380273937117496
291,0.980378,3478.25,174.164,3500.0,160.0,0.02708999295660184
292,0.984895,3492.75,175.313,3500.0,160.0,0.04243941773118875
293,0.990693,3557.0,175.805,3500.0,160.0,0.013549217532687487
294,0.994843,3587.0,175.805,3500.0,160.0,0.009633447329126727
295,1.0011,3622.75,177.375,3500.0,160.0,0.0070859167404783
296,1.00592,3677.75,177.211,3500.0,160.0,0.00510305622037038
297,1.01096,3729.0,178.43,3500.0,160.0,0.0040252787505534755
298,1.0134,3735.75,179.273,3500.0,160.0,0.0039058990793795867
299,1.01498,3750.75,180.492,4000.0,160.0,0.0036935532721188444
300,1.01639,3810.75,181.43,4000.0,160.0,0.00472411186696901
301,1.01282,3854.5,181.922,4000.0,160.0,0.005937466601750365
302,1.0079,3874.75,184.172,4000.0,160.0,0.006647963728709896
303,1.00235,3921.5,185.836,4000.0,160.0,0.009493430546062123
304,0.999696,3957.25,185.18,4000.0,160.0,0.014507471347744086
305,0.99762,3993.0,188.016,4000.0,160.0,0.027765437583296318
306,0.997559,4038.75,186.633,4000.0,160.0,0.015064097735866108
307,0.998566,4078.25,187.875,4000.0,160.0,0.009334889148191364
308,1.00171,4113.5,190.289,4000.0,160.0,0.006906602020871752
309,1.00278,4137.75,188.203,4000.0,160.0,0.00598970967877187
310,1.00278,4159.0,189.68,4000.0,160.0,0.00527203711514129
311,1.00198,4218.75,191.133,4000.0,160.0,0.003985921724469175
312,0.998933,4257.5,194.625,4500.0,160.0,0.0035955056179775282
313,0.990723,4288.0,195.0,4500.0,160.0,0.004032258064516129
314,0.977875,4334.5,189.352,4500.0,160.0,0.005105896289034577
315,0.967286,4361.5,189.211,4500.0,160.0,0.0059272957898418
316,0.965668,4390.25,190.852,4500.0,160.0,0.007062047146226748
317,0.968903,4441.75,187.664,4500.0,160.0,0.011505626251236856
318,0.972474,4475.5,189.422,4500.0,160.0,0.01820763992571283
319,0.973054,4507.0,186.961,4500.0,160.0,0.028603300820914723
320,0.974152,4537.75,186.0,4500.0,160.0,0.015444015444015444
321,0.97342,4577.25,182.438,4500.0,160.0,0.00993167010964564
322,0.971497,4611.75,182.602,4500.0,160.0,0.007388143507299485
323,0.967164,4639.5,182.273,4500.0,160.0,0.006143525031792742
324,0.967499,4677.25,182.227,4500.0,160.0,0.0049881033734543116
325,0.969758,4716.75,179.883,4500.0,160.0,0.004208169740734662
326,0.969819,4747.5,181.523,4500.0,160.0,0.0037033882298915274
327,0.969422,4793.0,181.148,5000.0,160.0,0.004363991830607293
328,0.96991,4824.5,180.844,5000.0,160.0,0.005067293659802173
329,0.97284,4830.0,181.078,5000.0,160.0,0.005206218307146055
330,0.973695,4860.5,180.539,5000.0,160.0,0.0062096759170138915
331,0.973145,4924.25,180.938,5000.0,160.0,0.010236671853247073
332,0.971711,4965.0,179.016,5000.0,160.0,0.01817653046386506
333,0.97104,4986.5,182.836,5000.0,160.0,0.0267838011570602
334,0.970704,4999.0,181.711,5000.0,160.0,0.04217451815613004
335,0.970551,5033.5,181.523,5000.0,160.0,0.01784981168448673
336,0.968568,5080.25,181.758,5000.0,160.0,0.00970798384591488
337,0.968629,5117.5,182.461,5000.0,160.0,0.007094160796248607
338,0.970185,5134.25,182.18,5000.0,160.0,0.006352029473416757
339,0.970704,5173.25,182.367,5000.0,160.0,0.005086030200847333
340,0.970399,5212.75,182.953,5000.0,160.0,0.004224703531429682
341,0.968842,5253.75,182.695,5500.0,160.0,0.003704458315582804
342,0.967774,5271.25,182.883,5500.0,160.0,0.003958311067833576
343,0.967957,5287.25,183.117,5500.0,160.0,0.004221778466396754
344,0.96634,5337.0,185.508,5500.0,160.0,0.005276822086666526
345,0.965241,5368.5,186.844,5500.0,160.0,0.006275730495029622
346,0.965028,5385.75,188.438,5500.0,160.0,0.006959523411836758
347,0.964417,5418.0,188.906,5500.0,160.0,0.008936071345593623
348,0.965424,5479.25,189.516,5500.0,160.0,0.019506105410993645
349,0.967011,5537.0,190.313,5500.0,160.0,0.01463850218845608
350,0.968934,5524.75,194.156,5500.0,160.0,0.01669281874937402
351,0.969331,5527.75,192.141,5500.0,160.0,0.016422788260990952
352,0.965028,5581.25,194.813,5500.0,160.0,0.008542408788430163
353,0.959687,5560.5,173.789,5500.0,160.0,0.013282152771321177
354,1.0,5353.25,83.8594,5500.0,80.0,0.006595897088175272
355,1.0,5361.75,40.5234,5500.0,35.0,0.006907346239019046
356,1.0,5522.75,21.0234,5500.0,17.5,0.0366657622445313
357,1.0,5636.75,14.6016,5500.0,12.5,0.007150436605659142
358,1.0,5562.75,12.8438,5500.0,12.5,0.015602133123640664
359,1.0,5462.25,13.6406,5500.0,12.5,0.025068562518488064
360,1.0,5476.25,13.8984,5500.0,12.5,0.038243257713665074
361,1.06451,5538.0,13.5938,5500.0,12.5,0.02494151215399887
362,1.13907,5513.5,13.3828,5500.0,12.5,0.0650076709051668
363,1.19583,5446.5,13.8281,5500.0,12.5,0.017912126688889647
364,1.20355,5421.0,14.4375,5500.0,12.5,0.012204424103737605
365,1.1756,5464.25,13.9453,5500.0,12.5,0.026181231722227603
366,1.13461,5471.25,13.5703,5500.0,12.5,0.03244614750667579
367,1.10242,5425.75,13.8047,5500.0,12.5,0.01306255527093699
368,1.08127,5385.75,13.9688,5500.0,12.5,0.008567600078136513
369,1.06326,5409.25,13.8984,5500.0,12.5,0.010735557454556385
370,1.04291,5406.25,13.7578,5500.0,12.5,0.010415820381260689
371,1.021,5379.0,13.7813,5500.0,12.5,0.008111530296971236
372,1.00067,5346.5,13.9453,5500.0,12.5,0.006412504897550616
373,1.0,5337.0,13.9453,5500.0,12.5,0.006044293793779575
374,1.0,5322.75,13.8516,5500.0,12.5,0.005567879128025586
375,1.0,5290.0,13.7813,5500.0,12.5,0.0047107305259577745
376,1.0,5244.75,12.4219,5000.0,12.5,0.0040678832078187965
377,1.0,5201.0,12.2578,5000.0,12.5,0.004944566465356884
378,1.0177,5182.0,12.3047,5000.0,12.5,0.005458655325764361
379,1.08673,5155.5,12.0938,5000.0,12.5,0.00637323445472518
380,1.24405,5133.25,13.0547,5000.0,12.5,0.00741813898180108
381,1.25,5124.5,12.8203,5000.0,12.5,0.007947843074607197
382,1.25,5106.25,12.9141,5000.0,12.5,0.009288147116819813
383,1.25,5053.75,12.9375,5000.0,12.5,0.01812004530011325
384,1.25,4977.5,12.9844,5000.0,12.5,0.041693767615616814
385,1.25,4921.25,13.5469,5000.0,12.5,0.01237671247287953
386,1.25,4913.0,13.5703,5000.0,12.5,0.011227086918984218
387,1.25,4978.25,13.5469,5000.0,12.5,0.042022280212968915
388,1.23874,5003.25,13.1719,5000.0,12.5,0.20317357118186063
389,1.21915,4948.0,13.2891,5000.0,12.5,0.018591127198633182
390,1.2103,4883.5,13.5469,5000.0,12.5,0.008435479966156855
391,1.20239,4852.75,13.7578,5000.0,12.5,0.0066886142395246265
392,1.1947,4876.25,13.5703,5000.0,12.5,0.007947843074607197
393,1.18408,4878.75,13.6172,5000.0,12.5,0.00810588227665052
394,1.16889,4845.5,13.6172,5000.0,12.5,0.0063849947515343146
395,1.15115,4816.0,13.6406,5000.0,12.5,0.005372283102128176
396,1.13403,4821.5,13.9688,5000.0,12.5,0.005525814394525466
397,1.12216,4821.5,13.6641,5000.0,12.5,0.005535133986220838
398,1.14264,4796.0,13.8047,5000.0,12.5,0.0048471993124732495
399,1.13223,4738.5,13.8047,4500.0,12.5,0.004152742865899212
400,1.12793,4688.75,13.9219,4500.0,12.5,0.005230894289380395
401,1.12567,4671.25,14.2734,4500.0,12.5,0.005746353651290574
402,1.05508,4670.5,14.2031,4500.0,12.5,0.005773568717880915
403,1.05243,4678.5,14.1094,4500.0,12.5,0.005521524559189087
404,1.04202,4665.5,14.0391,4500.0,12.5,0.005950995928923685
